// Adapted from:
// http://wiki.uqm.stack.nl/List_of_planets
// and
// http://wiki.uqm.stack.nl/script/images/9/9c/PlanetDatabase.zip
//
// Data compiled by Scott A. Colcord (Elestan on http://forum.uqm.stack.nl)
// and published 2011/06/29.
//
// The order of starsystems in this document
// appears to match that in plandata.c.
//
// 0, 	1,   2,3,4,      5,        6,       7,    8,     9,   10,    11,       12,     13,     14,       15,      16,      17,       18,  19,       20,     21,    22,     23,  24, 25,        26,        27
Cluster,Star,X,Y,DistSol,StarColor,StarSize,Fleet,Planet,Type,Hazard,Tectonics,Weather,Thermal,BioHazard,BioUnits,MinValue,MinVolume,Fuel,AxialTilt,Density,Radius,Gravity,Temp,Day,Atmosphere,LifeChance,DistFromStar
Sagittarii,Beta,702.0,239.5,535.2,yellow,,Mycon,,Radioactive,3,1,3,,2,54,1168,146,1.2,,205,29,59,34,272,13,760,412
,,,,,,,,II,Pellucid,1,,1,,1,0,0,0,0.3,24,61,26,15,-127,224,0,-740,1491
,,,,,,,,III,Green,6,6,3,,5,78,135,27,0.6,-17,104,27,28,-154,26511,91,360,2244
,,,,,,,,IV,Chondrite,8,8,1,,1,0,63,63,0.5,32,97,,26,-174,181,0,-940,3251
Persei,Epsilon,903.8,240.7,734.8,red,,Druuge,I,Iodine,5,5,2,,,,48,16,1.1,-10,59,93,54,-218,243,14,160,1160
,,,,,,,,II,Magma,7,7,1,,,,192,64,2.2,16,145,76,110,-234,150,0,-940,2241
,,,,,,,,II-a,Dust,5,5,2,,,,51,17,0.4,8,62,33,20,,191,14,160,
,,,,,,,,III,Gas Giant,8,2,8,,,,0,0,1.8,,20,453,90,-241,142,65535,-1,3258
,,,,,,,,IV,Noble,2,,1,,,,160,49,0.2,14,33,28,9,-245,221,0,-940,4349
,,,,,,,,V,Purple,3,3,,,,,96,32,0.3,-32,58,31,17,-247,25851,,,5235
,,,,,,,,VI,Pellucid,,,,,,,0,0,,10,,,,-250,208,,,6403
,,,,,,,,VII,Gas Giant,8,,8,,,,,,3.0,1,20,799,159,-252,127,65535,-1,7412
,,,,,,,,VII-a,Noble,3,,1,,,,272,68,0.2,3,34,30,10,,159,0,-940,
,,,,,,,,VII-b,Crimson,2,2,2,,2,20,277,101,0.7,6,105,33,34,,176,81,360,
,Theta,937.5,241.6,768.3,green,,,I,Copper,,,,,1,0,288,96,0.8,29,147,28,41,-41,22607,12,560,1056
,,,,,,,,II,Green,4,4,3,,,6,340,68,0.6,-18,98,29,28,-99,251,79,,1857
,,,,,,,,III,Carbide,3,3,1,,,0,118,118,0.5,7,102,27,27,-133,294,0,-740,2855
,,,,,,,,IV,Alkali,,,2,,,,267,89,0.6,0,,29,29,-155,229,12,160,4041
Brahe,Zeta,650.0,245.8,485.3,red,,Mycon,I,Ultramarine,,2,3,,,,263,68,0.2,19,32,28,8,-231,165,83,360,1978
,,,,,,,,II,Gas Giant,8,1,8,,,,0,0,2.4,18,21,581,122,-251,102,65535,-1,6988
,,,,,,,,II-a,Noble,2,2,1,,,,196,49,0.2,-13,33,35,11,,29332,0,-940,
,,,,,,,,II-b,Pellucid,,,,,,,200,8,0.3,,59,30,17,,245,,,
,,,,,,,,II-c,Chondrite,7,7,,,,,113,113,0.5,-5,99,28,27,,232,,,
Bootis,Delta,021.7,250.9,186.4,orange,,Ilwrath,I,Cimmerian,3,3,,,,,66,66,0.9,-9,143,31,44,-218,282,,,4557
,,,,,,,,II,Telluric,,,2,,,,156,35,1.6,16,99,83,82,-225,188,75,360,5961
,,,,,,,,II-a,Alkali,2,2,1,,,,213,71,0.7,5,105,34,35,,289,15,260,
Vulpeculae,Beta,364.1,251.2,216.7,green,,Orz,I,Xenolithic,4,4,2,,,,381,108,1.7,9,,80,84,-62,232,12,360,1265
,,,,,,,,II,Gas Giant,8,3,8,,,,0,0,,-3,21,396,83,-117,126,65535,-1,2329
,,,,,,,,II-a,Alkali,5,,2,,5,56,231,77,0.6,-4,97,31,30,,266,15,460,
,,,,,,,,II-b,Selenic,3,,1,,1,0,69,23,0.4,11,63,36,22,,194,0,-740,
,,,,,,,,II-c,,2,2,,,,,75,25,,6,60,31,18,,176,,,
,,,,,,,,II-d,Urea,7,7,3,,2,86,50,50,,-7,61,37,22,,197,98,560,
,,,,,,,,III,Lanthanide,,,1,,1,0,1095,219,0.9,25,143,31,44,-137,224,0,-740,3054
,,,,,,,,IV,,8,8,,,,,805,161,1.0,7,151,33,49,-149,203,,,3681
,,,,,,,,V,Gas Giant,,2,8,,,,0,0,3.0,24,21,1436,301,-160,95,65535,-1,4395
,,,,,,,,V-a,Radioactive,3,3,1,,,,1440,180,1.3,-19,199,33,65,,298,0,-940,
,,,,,,,,V-b,Green,4,,3,,2,8,190,38,0.6,-10,102,31,31,,154,111,210,
,,,,,,,,V-c,Purple,5,5,1,,1,0,33,11,0.3,-17,59,28,16,,231,0,-940,
,,,,,,,,V-d,Treasure,2,2,,,,,1698,283,1.0,2,198,26,51,,238,,,
,,,,,,,,VI,Telluric,4,4,3,,2,64,141,36,1.5,0,98,76,74,-172,199,92,360,5567
Copernicus,Gamma,562.5,252.0,401.8,red,,Mycon,I,Purple,2,2,1,,1,0,45,15,0.4,11,58,35,20,-170,57234,0,-940,330
,,,,,,,,II,Ultramarine,4,,4,,,,144,36,0.2,5,32,36,11,-214,196,77,360,994
,,,,,,,,III,Iodine,5,5,2,,,,28,13,1.1,-25,58,98,56,-232,160,13,160,2093
,,,,,,,,IV,Water,4,4,,,,,222,74,2.2,-12,103,108,111,-239,287,,,3019
,,,,,,,,V,Dust,2,2,,,,,105,35,0.4,-13,61,36,21,-242,218,10,,3622
,,,,,,,,VI,Gas Giant,8,1,8,,,,0,0,3.0,22,20,1472,294,-245,112,65535,-1,4272
,,,,,,,,VI-a,Super-Dense,6,6,3,,,,171,57,1.5,34,208,36,74,,158,95,360,
,,,,,,,,VI-b,Chondrite,7,7,1,,,,60,60,0.6,6,100,30,30,,245,0,-940,
,,,,,,,,VII,Purple,5,5,,,,,207,69,0.3,17,62,29,17,-247,260,,,5231
,,,,,,,,VIII,Gas Giant,8,3,8,,,,0,0,2.0,-31,21,471,98,-250,159,65535,-1,6641
,,,,,,,,VIII-a,Noble,2,2,1,,,,153,54,0.2,3,34,33,11,,269,0,-940,
,,,,,,,,VIII-b,Urea,6,6,2,,,,39,39,0.3,27,58,26,15,,266,95,360,
,,,,,,,,VIII-c,Ultramarine,3,3,,,,,286,78,0.2,-28,34,31,10,,51470,83,,
,,,,,,,,IX,Water,4,4,1,,,,150,35,2.0,40,99,101,99,-252,295,14,160,7413
Vulpeculae,,371.3,253.7,224.2,green,,Orz,I,,5,2,4,,5,39,159,43,1.7,4,103,84,86,44,189,80,960,798
,,,,,,,,II,Copper,2,,2,,1,0,279,93,0.8,-9,155,25,38,-144,283,12,360,3388
,,,,,,,,III,,,1,,,,,642,214,,-18,146,29,42,-152,234,11,160,3844
,,,,,,,,IV,Emerald,3,3,1,,,,1900,76,1.1,-10,59,92,54,-163,203,0,-940,4622
,,,,,,,,IV-a,Pellucid,2,2,,,,,0,0,0.3,8,58,25,14,,231,,,
,,,,,,,,V,Gas Giant,8,3,8,,,,,,1.9,13,21,450,94,-188,102,65535,-1,7680
,,,,,,,,V-a,Selenic,1,1,1,,,,171,57,0.4,25,62,36,22,,150,0,-940,
,,,,,,,,V-b,Chondrite,6,6,,,,,30,30,0.5,0,104,26,27,,260,,,
,,,,,,,,V-c,Selenic,1,1,,,,,279,93,0.4,-18,62,32,19,,212,,,
,,,,,,,,V-d,Urea,6,6,2,,,,14,14,0.3,-4,59,26,15,,163,91,360,
,Eta,358.7,256.6,214.7,,,,I,Carbide,7,4,3,2,7,143,43,43,0.6,20,105,31,32,56,18672,13,510,614
,,,,,,,,II,Telluric,3,2,2,1,3,20,123,41,1.9,-22,104,94,97,28,259,72,960,1044
,,,,,,,,II-a,Lanthanide,7,7,,,1,0,520,104,0.8,-3,153,26,39,-16,25545,10,560,
,,,,,,,,III,Ultraviolet,4,4,3,,,,198,65,3.0,-6,151,112,169,-131,183,86,,2797
,,,,,,,,IV,Purple,,,1,,,,60,20,0.4,-3,62,32,19,-141,187,0,-740,3242
,,,,,,,,V,Magnetic,5,5,,,,,603,135,2.8,1,144,98,141,-163,231,,-940,4670
,,,,,,,,VI,Gas Giant,8,3,8,,,,0,0,3.0,-27,21,1365,286,-168,92,65535,-1,5144
,,,,,,,,VII,Lanthanide,7,7,1,,,,415,83,0.9,-2,145,33,47,-180,280,0,-940,6501
,,,,,,,,VIII,Magnetic,,,,,,,213,49,2.4,-12,144,82,118,-186,232,,,7334
Persei,Alpha,929.1,258.3,762.3,blue,,Druuge,I,Copper,5,1,3,,5,64,312,104,1.1,20,155,36,55,40,174,85,960,1277
,,,,,,,,II,Noble,1,,1,,1,0,143,50,0.2,-20,33,30,9,-165,290,0,-940,7534
Vulpeculae,,365.4,258.7,221.5,green,super giant,Orz,I,Iodine,8,5,5,8,,,227,84,1.3,-2,60,107,64,2377,216,209,-290,4857
,,,,,,,,I-a,Opalescent,,4,1,,,,750,253,0.4,-16,63,29,18,1892,52021,0,-1440,
,Delta,372.1,261.9,228.9,,dwarf,,I,Halide,6,3,4,6,5,76,576,135,0.3,-26,58,30,17,424,294,79,260,294
,,,,,,,,II,Gas Giant,8,1,8,1,1,0,0,0,3.0,-8,20,1034,206,-101,95,65535,-1,1909
,,,,,,,,II-a,Ultramarine,3,2,3,,,,497,120,0.2,9,32,28,8,,293,97,560,
,,,,,,,,II-b,Alkali,2,,2,,,,153,51,0.6,-25,103,,28,,169,15,460,
,,,,,,,,II-c,Treasure,1,1,1,,,,1116,186,1.1,-8,200,27,54,,199,0,-740,
,,,,,,,,III,Auric,3,3,2,,,,522,87,,-4,155,36,55,-128,244,14,360,2699
,,,,,,,,IV,Azure,4,4,,,,,222,74,0.3,16,61,29,17,-155,47112,10,160,4027
,,,,,,,,V,Hydrocarbon,,,1,,,,118,116,2.0,-5,101,101,102,-170,194,0,-940,5275
,,,,,,,,V-a,Azure,3,3,2,,,,75,25,0.4,-24,60,34,20,,236,14,160,
,,,,,,,,VI,Chondrite,5,5,1,,,,69,69,0.7,7,98,37,36,-179,210,0,-940,6356
,,,,,,,,VII,Pellucid,2,2,,,,,0,0,0.3,4,58,27,15,-185,253,,,7257
,,,,,,,,VIII,Metal,4,4,2,,2,104,738,177,1.0,13,152,34,51,-189,286,81,360,7935
Copernicus,Alpha,579.1,262.5,420.6,,,Mycon,I,Azure,6,6,,,1,0,54,18,0.4,-9,62,30,18,-139,261,11,,3161
Brahe,Epsilon,641.6,,480.9,orange,,,,,,4,,,6,60,78,26,,-26,59,36,21,-161,192,10,160,1125
,,,,,,,,II,Gas Giant,8,1,8,,1,0,0,0,3.0,0,20,1457,291,-192,95,65535,-1,2163
,,,,,,,,III,Azure,5,5,2,,,,78,26,0.4,28,63,35,22,-206,239,14,160,3074
,,,,,,,,IV,Gas Giant,8,2,8,,,,0,0,3.0,-7,21,1270,266,-230,93,65535,-1,7332
,,,,,,,,IV-a,Dust,3,3,1,,,,114,38,0.3,10,59,25,14,,194,12,160,
,,,,,,,,IV-b,Pellucid,,,,,,,0,0,0.4,19,60,33,19,,26678,0,-940,
Copernicus,Beta,600.8,263.1,441.6,yellow,,,I,Shattered,7,7,,,,,1753,282,1.7,-4,96,91,87,7,207,,-340,409
,,,,,,,,I-a,Infrared,6,3,6,2,,,177,59,0.7,-13,97,35,33,98,161,212,560,
,,,,,,,,I-b,Crimson,8,2,8,3,,,183,66,,-3,98,36,35,118,162,3208,310,
,,,,,,,,II,Gas Giant,,,,1,,,0,0,3.0,21,20,778,155,-151,128,65535,-1,2138
,,,,,,,,II-a,Treasure,1,1,1,,,,966,161,1.2,-3,198,31,61,,181,0,-740,
,,,,,,,,III,,3,3,,,,,990,165,1.4,-17,194,37,71,-163,264,,-940,2603
,,,,,,,,IV,Copper,2,2,2,,,,402,134,1.1,-26,149,36,53,-176,33316,12,160,3367
,,,,,,,,V,Xenolithic,3,3,,,,,426,137,1.6,9,101,82,82,-194,197,14,,5074
,,,,,,,,V-a,Noble,1,1,1,,,,162,51,0.2,25,33,36,11,,150,0,-940,
,,,,,,,,VI,Crimson,3,2,3,,,,149,57,0.6,1,99,32,31,-198,159,84,360,5545
,,,,,,,,VII,Pellucid,1,1,1,,,,0,0,0.4,3,62,33,20,-202,186,0,-940,6311
,,,,,,,,VIII,Chlorine,7,7,,,,,115,68,2.0,32,98,101,98,-206,232,,,6991
,,,,,,,,IX,Gas Giant,8,3,8,,,,0,0,2.2,10,20,559,111,-209,92,65535,-1,7604
,,,,,,,,IX-a,Ultramarine,2,2,2,,,,447,106,0.2,-6,32,36,11,,166,111,210,
,,,,,,,,IX-b,Pellucid,,,1,,,,0,0,0.4,6,63,33,20,,176,0,-940,
Vulpeculae,Zeta,360.8,263.7,220.3,green,,Orz,I,Lanthanide,7,7,3,2,,,1305,261,1.0,-8,144,34,48,69,166,11,510,578
,,,,,,,,II,Alkali,3,3,2,1,,,153,51,0.6,29,102,29,29,-47,156,,560,1121
,,,,,,,,III,Gas Giant,8,2,8,,,,0,0,3.0,9,21,1077,226,-98,90,65535,-1,1833
,,,,,,,,III-a,Treasure,3,3,1,,,,1440,240,1.2,-17,206,30,61,,266,0,-740,
,,,,,,,,IV,,2,2,,,,,816,136,1.1,8,193,28,54,-125,188,,,2573
,,,,,,,,V,Gas Giant,8,,8,,,,0,0,2.5,-6,21,602,126,-160,140,65535,-1,4426
,,,,,,,,V-a,Metal,5,4,3,,5,38,611,151,0.8,28,149,26,38,,227,80,360,
,,,,,,,,V-b,Super-Dense,6,6,,,1,9,156,52,1.2,-9,197,30,59,,233,81,,
,,,,,,,,V-c,Treasure,1,1,1,,,0,918,153,1.1,17,209,26,54,,30825,0,-940,
,,,,,,,,V-d,Auric,2,2,2,,,,1080,180,1.0,20,145,36,52,,284,15,260,
,,,,,,,,VI,Radioactive,,,1,,,,712,89,1.1,8,191,30,57,-175,233,0,-940,5846
,,,,,,,,VII,Treasure,3,3,,,,,1338,223,1.4,-12,199,36,71,-180,279,,,6536
,,,,,,,,VIII,Lanthanide,6,6,,,,,875,175,0.9,13,152,31,47,-186,221,,,7494
Lalande,Alpha,349.9,264.8,211.8,blue,,,I,,,,,,,,690,138,1.0,25,146,36,52,-148,191,,-740,5611
,,,,,,,,II,Green,,,2,,,,310,62,0.6,22,98,29,28,-165,253,96,360,7524
Persei,Beta,947.9,266.6,782.2,white,,Druuge,I,Gas Giant,8,2,8,4,,,0,0,2.9,1,21,684,143,173,110,65535,-1,1129
,,,,,,,,II,Acid,3,3,2,1,,,203,203,0.7,-4,104,32,33,-2,19869,14,560,2045
,,,,,,,,III,Gas Giant,8,2,8,,,,0,0,3.0,3,21,1272,267,-61,158,65535,-1,2851
,,,,,,,,III-a,Yttric,3,3,2,,,,473,99,0.7,-6,145,25,36,,272,11,360,
,,,,,,,,III-b,Treasure,,,1,,,,1176,196,1.1,13,206,27,55,,216,0,-740,
,,,,,,,,III-c,Radioactive,,,,,,,1296,162,1.2,29,208,29,60,,260,,,
,,,,,,,,IV,,,,,,,,800,100,1.3,-17,207,32,66,-95,175,,,4027
,,,,,,,,V,Gas Giant,8,1,8,,,,0,0,3.0,5,20,830,166,-132,130,65535,-1,6345
,,,,,,,,V-a,Treasure,1,,1,,,,1242,207,1.1,6,206,26,53,,209,0,-740,
,,,,,,,,V-b,Cyanic,2,2,,,,,131,131,0.2,-24,32,29,9,,288,,,
,,,,,,,,V-c,Radioactive,3,3,,,,,904,113,1.4,-1,199,36,71,,291,,,
,,,,,,,,VI,Sapphire,2,2,,,,,1725,69,0.9,15,58,81,46,-136,250,,,6721
,,,,,,,,VII,Vinylogous,4,4,,,,,87,29,1.8,-22,97,93,90,-145,156,,,7682
Vulpeculae,Epsilon,366.8,,226.9,green,,Orz,I,Noble,3,3,,,,,263,80,0.2,-11,34,30,10,-169,254,,-940,5179
,,,,,,,,II,Urea,6,6,2,,,,27,27,0.3,14,59,29,17,-185,240,96,360,7247
Bootis,Alpha,022.9,,194.8,,,Ilwrath,I,Green,4,4,3,,,,360,72,0.5,2,96,26,24,-84,189,107,410,1582
,,,,,,,,II,Ultramarine,3,1,,,2,52,396,91,0.2,4,33,33,10,-122,297,92,560,2495
,,,,,,,,III,Super-Dense,6,6,,,1,0,33,11,1.3,7,202,,66,-137,153,95,,3029
,,,,,,,,IV,Gas Giant,8,1,8,,,,0,0,3.0,6,21,714,149,-151,146,65535,-1,3799
,,,,,,,,IV-a,Green,5,4,3,,5,168,140,28,0.7,-19,105,34,35,,268,94,560,
,,,,,,,,IV-b,Urea,7,7,,,1,0,22,22,0.3,-39,62,25,15,,198,86,,
,,,,,,,,IV-c,Azure,6,6,2,,,8,69,23,0.4,1,59,34,20,,286,11,360,
,,,,,,,,V,Ultraviolet,4,4,3,,,0,1515,322,3.0,22,150,100,150,-163,284,112,210,4681
,,,,,,,,V-a,Carbide,,,1,,,,48,48,0.7,2,97,37,35,,173,0,-940,
,,,,,,,,VI,Alkali,,,2,,,,210,70,0.6,0,96,33,31,-173,281,12,160,5615
,,,,,,,,VII,Green,6,6,,,,,75,15,0.7,29,104,,34,-183,191,102,210,6878
,,,,,,,,VIII,Gas Giant,8,3,8,,,,0,0,1.6,-26,21,389,81,-187,129,65535,-1,7551
Persei,Eta,889.5,268.7,724.9,orange,,Druuge,I,Halide,2,2,1,,,,290,100,0.4,21,60,33,19,-71,178,0,-740,345
,,,,,,,,II,Iodine,6,6,3,,,,161,66,1.2,-52,,100,60,-154,247,10,160,997
,,,,,,,,III,Alkali,4,4,2,,,,327,109,0.7,15,103,36,37,-195,263,15,260,2305
,,,,,,,,IV,Carbide,3,3,1,,,,105,105,0.5,-2,96,29,27,-223,206,0,-940,5631
,,,,,,,,V,Water,4,4,,,,,85,25,1.6,5,99,82,81,-226,165,15,260,6263
,,,,,,,,VI,Maroon,5,1,,,5,65,330,152,1.2,8,58,108,62,-230,204,14,160,7387
,,,,,,,,VI-a,Noble,2,2,,,1,0,215,59,0.2,15,33,32,10,,256,0,-940,
Bootis,Epsilon,013.8,269.6,203.8,red,,Ilwrath,I,Telluric,4,3,3,,,,99,33,2.1,-21,96,108,103,-224,250,96,360,1437
,,,,,,,,I-a,Super-Dense,7,7,,,,,165,55,1.5,29,203,37,75,,165,100,210,
,,,,,,,,II,Purple,3,3,1,,,,141,47,0.4,-14,58,35,20,-233,254,0,-940,2182
,,,,,,,,III,Iodine,,,2,,,,88,38,1.2,8,62,101,62,-241,205,12,160,3393
,,,,,,,,IV,Cimmerian,2,2,1,,,,57,57,1.0,14,148,34,50,-248,210,0,-940,5365
,,,,,,,,V,Gas Giant,8,,8,,,,0,0,3.0,-27,20,1183,236,-251,103,65535,-1,7315
,,,,,,,,V-a,Purple,4,4,1,,,,126,42,0.4,-12,59,33,19,,185,0,-940,
Achernar,Prime,537.5,272.9,384.2,blue,,None,I,Selenic,1,1,,,,,105,35,0.3,23,58,27,15,-147,252,,-740,5540
,,,,,,,,II,Yttric,4,4,,,,,284,70,1.0,3,147,35,51,-154,250,10,160,6260
Brahe,Gamma,635.4,,477.6,white,,Mycon,I,Shattered,8,8,,5,,,2477,429,1.9,-4,101,94,94,287,282,0,-1040,409
,,,,,,,,II,Plutonic,5,5,2,1,,,1142,233,3.0,-25,156,109,170,-143,14057,85,560,7524
,Delta,645.8,275.0,488.2,green,,,I,Radioactive,2,2,1,,,,1488,186,1.2,9,210,28,58,-52,203,0,-740,1160
,,,,,,,,II,Auric,,1,2,,,,1056,176,0.8,3,148,27,39,-105,184,13,360,2007
,,,,,,,,III,,,2,,,,,1170,195,,-2,153,26,,-136,220,10,,3014
,,,,,,,,IV,Primordial,8,8,3,,2,8,204,148,1.7,-16,101,86,86,-151,198,112,410,3794
,,,,,,,,IV-a,Opalescent,4,4,1,,1,0,273,74,0.3,-5,59,28,16,,232,0,-740,
,,,,,,,,V,Metal,,3,3,,,,630,176,1.0,-9,151,33,49,-160,279,75,360,4384
,,,,,,,,VI,Auric,3,,2,,,,282,47,,-29,149,34,50,-168,206,13,160,5063
,,,,,,,,VII,Gas Giant,8,1,8,,,,0,0,3.0,-8,20,992,198,-173,147,65535,-1,5594
,,,,,,,,VIII,,,,,,,,,,2.0,-7,21,490,102,-182,115,,,6823
,,,,,,,,VIII-a,Selenic,3,3,1,,,,93,31,0.4,17,62,30,18,,176,0,-940,
,,,,,,,,VIII-b,Ultramarine,7,2,2,,7,83,312,86,0.2,-12,34,26,8,,44356,94,360,
,,,,,,,,VIII-c,Metal,3,3,,,1,0,503,141,0.7,8,147,25,36,,260,80,,
,,,,,,,,VIII-d,Noble,2,2,1,,,,134,35,0.2,5,32,31,9,,216,0,-940,
,,,,,,,,IX,Gas Giant,8,,8,,,,0,0,2.2,-2,20,543,108,-188,159,65535,-1,7824
,,,,,,,,IX-a,Radioactive,3,3,1,,,,1160,145,1.0,17,205,25,51,,264,0,-940,
,,,,,,,,IX-b,Lanthanide,5,5,,,,,995,199,0.9,25,145,33,47,,55025,,,
,,,,,,,,IX-c,Quasi-Degenerate,,,,,,,800,32,1.0,-11,152,34,51,,243,,,
Illuminati,Zeta,245.8,,147.9,,,Spathi,I,,4,4,,,,,0,0,0.7,-16,146,26,37,-5,293,,-540,799
,,,,,,,,II,Organic,5,5,,,,,213,213,1.7,2,103,83,85,-71,241,,-740,1388
,,,,,,,,III,Ultramarine,3,2,3,,,50,316,74,0.2,-21,34,29,9,-118,298,86,560,2351
,,,,,,,,IV,Chondrite,5,5,1,,,0,12,12,0.6,5,104,27,28,-139,159,0,-740,3144
,,,,,,,,V,Organic,4,4,,,,,57,57,1.8,7,98,92,90,-150,231,,,3720
,,,,,,,,VI,Redux,2,2,,,,,357,170,2.3,0,105,111,116,-158,206,,-940,4284
,,,,,,,,VII,Gas Giant,8,,8,,,,0,0,3.0,,21,1001,210,-175,98,65535,-1,5907
,,,,,,,,VII-a,Azure,5,5,1,,,,69,23,0.4,3,61,37,22,,233,14,160,
,,,,,,,,VIII,Pellucid,2,2,,,,,0,0,,25,60,32,19,-182,51897,0,-940,6748
,,,,,,,,IX,Alkali,4,4,,,,,246,82,0.5,5,99,25,24,-186,241,15,260,7486
Bootis,Beta,035.1,275.8,191.6,yellow,,Ilwrath,I,,,3,4,2,,,219,73,0.6,-16,103,28,28,59,154,84,710,387
,,,,,,,,II,Telluric,3,2,3,1,,,204,40,2.3,14,,112,115,-115,266,88,560,1274
,,,,,,,,III,Opalescent,5,5,1,,,,207,62,0.4,-29,63,29,18,-180,284,0,-940,3641
,,,,,,,,IV,Chondrite,7,7,,,,,61,61,0.5,-5,101,27,27,-192,294,,,4806
,,,,,,,,V,Azure,6,6,2,,,,63,21,0.3,-25,61,28,17,-198,164,15,260,5607
,,,,,,,,VI,Chondrite,8,8,1,,,,81,81,0.6,1,103,32,32,-202,287,0,-940,6299
,,,,,,,,VII,Gas Giant,,2,8,,,,0,0,3.0,-1,20,1250,250,-206,116,65535,-1,6950
Sagittarii,Gamma,708.3,277.0,549.1,red,,Mycon,I,Purple,5,5,1,,,,129,43,0.4,10,63,35,22,-241,220,0,-940,3292
,,,,,,,,II,Gas Giant,8,2,8,,,,0,0,3.0,-17,20,1425,285,-247,91,65535,-1,5049
,,,,,,,,II-a,Chondrite,6,6,1,,,,104,104,0.6,-24,97,29,28,,56177,0,-940,
,,,,,,,,II-b,Super-Dense,7,7,3,,,,120,40,1.2,-3,202,,58,,241,95,360,
,,,,,,,,III,Metal,5,5,,,5,7,1153,306,0.7,14,147,25,36,-248,211,81,,5592
,,,,,,,,IV,Maroon,1,1,1,,1,0,164,106,1.3,8,62,109,67,-251,51742,13,160,7087
,,,,,,,,IV-a,Metal,5,5,2,,,,1181,250,1.1,-10,153,35,53,,232,78,360,
Lalande,Delta,375.9,277.8,240.6,orange,,Orz,I,Gas Giant,8,1,8,,,,0,0,3.0,37,20,1217,243,-173,107,65535,-1,1418
,,,,,,,,I-a,Dust,3,3,2,,,,120,40,0.3,-29,63,26,16,,230,15,260,
,,,,,,,,I-b,Super-Dense,7,7,3,,,,99,33,1.4,-13,200,34,68,,222,103,210,
,,,,,,,,I-c,Carbide,4,4,1,,,,66,66,0.6,-12,97,33,32,,157,0,-940,
,,,,,,,,II,Chondrite,7,7,,,,,88,88,,-17,100,29,29,-189,187,,,1971
,,,,,,,,III,Crimson,4,3,3,,,,284,100,,,97,31,30,-222,229,107,210,5385
,,,,,,,,IV,Telluric,5,,2,,5,100,414,95,1.7,19,96,87,83,-228,187,95,360,6878
Persei,Gamma,933.3,279.1,769.8,red,,Druuge,I,Crimson,4,2,4,,1,0,177,66,0.6,-15,98,30,29,-194,166,98,,559
,,,,,,,,II,Ultramarine,,3,3,,,,407,105,0.2,-13,32,37,11,-220,277,106,210,1249
,,,,,,,,III,Dust,2,2,2,,,,69,23,0.3,-29,61,28,17,-236,292,15,260,2547
,,,,,,,,IV,Magma,8,8,1,,,,123,41,3.0,-23,156,98,152,-241,222,0,-940,3378
,,,,,,,,V,Magnetic,7,7,,,,,384,106,2.7,-16,146,94,137,-245,249,,,4325
,,,,,,,,VI,Gas Giant,8,3,8,,,,0,0,2.4,-36,20,594,118,-247,117,65535,-1,5048
,,,,,,,,VI-a,Pellucid,2,2,1,,,,,,0.4,9,61,30,18,,227,0,-940,
,,,,,,,,VII,Hydrocarbon,3,3,,,,,149,127,2.1,32,101,104,105,-249,155,,,6012
,,,,,,,,VIII,Magma,8,8,,,,,48,16,2.4,4,149,81,120,-251,156,,,7004
,,,,,,,,IX,Gas Giant,,2,8,,,,0,0,3.0,-2,20,1309,261,-252,110,65535,-1,7618
,,,,,,,,IX-a,Cimmerian,5,5,1,,,,66,66,0.8,3,157,27,42,,24323,0,-940,
,,,,,,,,IX-b,Purple,2,2,,,,,39,13,0.3,-8,63,,17,,199,,,
Lalande,Beta,340.0,280.4,213.2,white,,Orz,I,Halide,5,3,4,5,,,158,58,,17,60,28,16,339,248,109,110,800
,,,,,,,,II,Ultraviolet,,4,3,1,5,72,1446,340,2.5,18,149,85,126,-117,220,103,410,5201
Persei,Zeta,946.9,280.6,783.5,orange,,Druuge,I,Dust,,3,4,,,39,51,17,0.5,10,63,37,23,18,271,110,810,256
,,,,,,,,II,Infrared,3,2,3,,1,0,87,29,0.6,32,101,31,31,-186,244,93,360,1849
,,,,,,,,III,Selenic,1,1,1,,,,234,78,0.3,-30,58,28,16,-208,219,0,-940,3327
,,,,,,,,IV,Super-Dense,7,7,2,,4,106,114,38,1.1,-7,194,29,56,-225,287,91,360,6156
,,,,,,,,V,Gas Giant,8,3,8,,1,0,0,0,3.0,19,21,1088,228,-228,102,65535,-1,6751
,,,,,,,,V-a,Pellucid,2,2,1,,,,,,0.4,3,63,33,20,,269,0,-940,
,,,,,,,,V-b,Azure,5,5,,,,,180,60,0.3,-19,58,25,14,,276,14,160,
Lalande,Gamma,361.9,283.0,232.1,,,Orz,I,Alkali,3,3,2,,,,225,75,0.5,2,105,26,27,-181,186,15,260,1667
Illuminati,Eta,220.8,285.4,147.6,,,Spathi,,Gas Giant,8,2,8,,,,0,0,3.0,-22,20,1030,206,-164,108,65535,-1,1196
,,,,,,,,I-a,Crimson,7,1,3,,7,31,84,28,0.6,8,103,29,29,,261,87,360,
,,,,,,,,I-b,Selenic,3,3,1,,1,0,81,27,0.4,-28,60,31,18,,51470,0,-940,
,,,,,,,,I-c,Dust,2,2,2,,,,51,17,0.3,24,59,30,17,,179,15,260,
,,,,,,,,II,Gas Giant,8,3,8,,,,0,0,3.0,-8,21,763,160,-183,88,65535,-1,1715
